Col1,Col2,Col3,Col4
"Justin,Smoak",394,
"David,Peralta",394,
"Jose,Ramirez",394,
"Jurickson,Profar",394,
"Justin,Turner",394,
"Anthony,Rendon",394,
"Mac,Williamson",394,
"Khris,Davis",394,
"Kyle,Seager",394,
"Jorge,Polanco",394,
"Stephen,Piscotty",394,
"Bryan,Holaday",394,
"Mike,Trout",394,
"Yolmer,Sanchez",394,
"Jose,Martinez",394,
"Trea,Turner",394,
"Kolten,Wong",394,
"Matt,Wieters",394,
"Kevin,Pillar",394,
"Mark,Trumbo",394,
"Brandon,Nimmo",394,
"Starling,Marte",394,
"Chris,Iannetta",394,
"Devon,Travis",394,
"Jose,Altuve",394,
"Christian,Yelich",394,
"Ryon,Healy",394,
"Hernan,Perez",394,
"Victor,Caratini",394,
"C.J.,Cron",394,
"Todd,Frazier",394,
"Enrique,Hernandez",394,
"Michael,Conforto",394,
"Alex,Gordon",394,
"Rafael,Devers",394,
"Francisco,Lindor",394,
"Devon,Travis",394,
"Aaron,Judge",394,
"Anthony,Rizzo",393,
"Elias,Diaz",393,
"Taylor,Motter",393,
"Francisco,Cervelli",393,
"Yadier,Molina",393,
"Trey,Mancini",393,
"Steve,Pearce",393,
"Michael,Brantley",393,
"Rougned,Odor",393,
"Steven,Souza,Jr.",393
"Chris,Taylor",393,
"Gregory,Polanco",393,
"Adrian,Beltre",393,
"Ben,Zobrist",393,
"Elias,Diaz",393,
"David,Fletcher",393,
"Shin-Soo,Choo",393,
"Harrison,Bader",393,
"Lourdes,Gurriel,Jr.",393
"Charlie,Culberson",393,
"Buster,Posey",393,
"Nick,Williams",393,
"Wilmer,Flores",393,
"Brian,Dozier",393,
"Adam,Jones",393,
"Adam,Jones",393,
"Niko,Goodrum",393,
"Salvador,Perez",393,
"Dexter,Fowler",393,
"Francisco,Lindor",393,
"Michael,Lorenzen",393,
"Martin,Maldonado",393,
"Ian,Desmond",393,
"Chris,Herrmann",393,
"Yan,Gomes",393,
"Nicky,Delmonico",393,
"Gleyber,Torres",393,
"Albert,Pujols",393,
"Adrian,Gonzalez",393,
"Randal,Grichuk",393,
"Jason,Kipnis",393,
"Jonathan,Lucroy",393,
"Jedd,Gyorko",393,
"Justin,Turner",393,
"Wilson,Ramos",393,
"Wilmer,Difo",393,
"Gregor,Blanco",393,
"Kole,Calhoun",393,
"Starling,Marte",393,
"Josh,Bell",393,
"Aledmys,Diaz",393,
"Ryon,Healy",393,
"Jorge,Soler",393,
"Teoscar,Hernandez",393,
"Kevin,Plawecki",393,
"Michael,Brantley",393,
"Ryan,O'Hearn",393,
"Ronny,Rodriguez",393,
"Miguel,Sano",393,
"Chad,Pinder",393,
"Willson,Contreras",393,
"Dansby,Swanson",393,
"Justin,Upton",393,
"Roman,Quinn",393,
"Mike,Moustakas",393,
"Adam,Frazier",393,
"Yonder,Alonso",393,
"Trevor,Story",393,
"Matt,Adams",393,
"Jake,Cave",393,
"Yangervis,Solarte",393,
"Shin-Soo,Choo",393,
"Max,Muncy",393,
"Justin,Upton",393,
"Derek,Dietrich",393,
"Yoan,Moncada",393,
"Russell,Martin",392,
"Willson,Contreras",392,
"Matt,Chapman",392,
"Brian,McCann",392,
"Khris,Davis",392,
"Joey,Votto",392,
"Jose,Ramirez",392,
"Brian,McCann",392,
"Hunter,Dozier",392,
"Andrelton,Simmons",392,
"Adam,Jones",392,
"Andrew,McCutchen",392,
"Tyler,O'Neill",392,
"Brandon,Lowe",392,
"Yoenis,Cespedes",392,
"Daniel,Palka",392,
"Xander,Bogaerts",392,
"Trey,Mancini",392,
"Yoan,Moncada",392,
"Mike,Trout",392,
"Ian,Happ",392,
"Michael,A.,Taylor",392
"Greg,Bird",392,
"Joey,Votto",392,
"Dansby,Swanson",392,
"Jose,Altuve",392,
"Mike,Trout",392,
"Jed,Lowrie",392,
"Tim,Anderson",392,
"Johan,Camargo",392,
"Colin,Moran",392,
"Rougned,Odor",392,
"Starling,Marte",392,
"Trevor,Story",392,
"Enrique,Hernandez",392,
"Ian,Desmond",392,
"Ryan,Braun",392,
"Nelson,Cruz",392,
"Denard,Span",392,
"Kendrys,Morales",392,
"Mike,Moustakas",392,
"David,Freese",392,
"Kevan,Smith",392,
"Michael,Conforto",392,
"Billy,Hamilton",392,
"Max,Muncy",392,
"Josh,Donaldson",392,
"Ryan,Braun",392,
"Leonys,Martin",392,
"Jesus,Aguilar",392,
"Joey,Wendle",392,
"David,Freitas",392,
"Joey,Votto",392,
"Ehire,Adrianza",392,
"Justin,Upton",392,
"Devon,Travis",392,
"Austin,Hedges",392,
"Steve,Pearce",392,
"Didi,Gregorius",392,
"Paul,Goldschmidt",392,
"Mark,Canha",392,
"Bobby,Wilson",392,
"Mark,Trumbo",392,
"Tim,Beckham",392,
"Freddie,Freeman",392,
"Tyler,Austin",392,
"Luke,Voit",392,
"Tim,Beckham",392,
"Adalberto,Mondesi",392,
"Max,Kepler",392,
"Eduardo,Nunez",392,
"Rafael,Devers",392,
"Andrew,McCutchen",392,
"Javier,Baez",392,
"Juan,Soto",392,
"Michael,Brantley",392,
"Matt,Holliday",392,
"Julio,Teheran",392,
"Trevor,Story",392,
"Mike,Trout",392,
"Carlos,Correa",392,
"Jose,Peraza",392,
"Freddie,Freeman",392,
"Carlos,Santana",392,
"Jason,Heyward",392,
"Lewis,Brinson",392,
"Niko,Goodrum",392,
"Eduardo,Escobar",392,
"Javier,Baez",392,
"JaCoby,Jones",392,
"John,Ryan,Murphy",392
"Xander,Bogaerts",392,
"Jose,Ramirez",392,
"Greg,Bird",392,
"Michael,Conforto",392,
"Brian,Dozier",392,
"Eugenio,Suarez",391,
"Khris,Davis",391,
"Nomar,Mazara",391,
"Gregory,Polanco",391,
"DJ,LeMahieu",391,
"Daniel,Descalso",391,
"Manuel,Margot",391,
"Freddie,Freeman",391,
"Christian,Villanueva",391,
"Starling,Marte",391,
"Joey,Wendle",391,
"Yadier,Molina",391,
"Matt,Carpenter",391,
"Giancarlo,Stanton",391,
"Mitch,Haniger",391,
"Miguel,Andujar",391,
"Tucker,Barnhart",391,
"Shane,Robinson",391,
"Joe,Panik",391,
"Wilmer,Flores",391,
"Michael,Hermosillo",391,
"Dansby,Swanson",391,
"A.J.,Pollock",391,
"Francisco,Arcia",391,
"A.J.,Pollock",391,
"Jose,Ramirez",391,
"Niko,Goodrum",391,
"Lucas,Duda",391,
"Juan,Centeno",391,
"Cody,Bellinger",391,
"George,Springer",391,
"J.D.,Martinez",391,
"Christian,Vazquez",391,
"Rhys,Hoskins",391,
"Didi,Gregorius",391,
"Eugenio,Suarez",391,
"Mike,Zunino",391,
"Jose,Ramirez",391,
"Aaron,Judge",391,
"Khris,Davis",391,
"Matt,Chapman",391,
"Ryan,McMahon",391,
"Ian,Desmond",391,
"Eddie,Rosario",391,
"Marwin,Gonzalez",391,
"Edwin,Encarnacion",391,
"Sandy,Leon",391,
"Alcides,Escobar",391,
"Khris,Davis",391,
"Andrew,Benintendi",391,
"Daniel,Palka",391,
"Curtis,Granderson",391,
"Adam,Eaton",391,
"Gerardo,Parra",391,
"Evan,Gattis",391,
"Jose,Martinez",391,
"Carlos,Gonzalez",391,
"DJ,LeMahieu",391,
"Matt,Davidson",391,
"Franmil,Reyes",391,
"Luke,Voit",391,
"Juan,Soto",391,
"Jurickson,Profar",391,
"Martin,Maldonado",390,
"Kole,Calhoun",390,
"Khris,Davis",390,
"Starlin,Castro",390,
"Jackie,Bradley,Jr.",390
"Alex,Gordon",390,
"Drew,Robinson",390,
"Jesse,Winker",390,
"J.D.,Martinez",390,
"Ender,Inciarte",390,
"Ben,Zobrist",390,
"Scott,Schebler",390,
"Derek,Dietrich",390,
"Josh,Reddick",390,
"Matt,Chapman",390,
"Leonys,Martin",390,
"Chris,Davis",390,
"Eugenio,Suarez",390,
"Luis,Valbuena",390,
"Mike,Moustakas",390,
"J.D.,Martinez",390,
"Charlie,Blackmon",390,
"Freddie,Freeman",390,
"Jose,Abreu",390,
"Adam,Eaton",390,
"Francisco,Lindor",390,
"Paul,DeJong",390,
"Manny,Machado",390,
"David,Freese",390,
"Andrew,McCutchen",390,
"Adam,Eaton",390,
"Didi,Gregorius",390,
"Ender,Inciarte",390,
"Addison,Russell",390,
"Devin,Mesoraco",390,
"Francisco,Arcia",390,
"Miguel,Andujar",390,
"Chad,Pinder",390,
"Mike,Zunino",390,
"Matt,Adams",390,
"Mark,Canha",390,
"David,Peralta",390,
"Freddie,Freeman",390,
"Addison,Russell",390,
"Matt,Wieters",390,
"Matt,Wieters",390,
"Jose,Rondon",390,
"Brandon,Lowe",390,
"Renato,Nunez",390,
"Edwin,Encarnacion",390,
"Nicholas,Castellanos",390,
"Johnny,Field",390,
"J.D.,Martinez",390,
"Freddie,Freeman",390,
"Jake,Bauers",390,
"Tony,Wolters",390,
"Lourdes,Gurriel,Jr.",390
"Austin,Meadows",390,
"Russell,Martin",390,
"Mark,Reynolds",390,
"Victor,Reyes",390,
"Jeimer,Candelario",389,
"JaCoby,Jones",389,
"Blake,Swihart",389,
"Kyle,Seager",389,
"Jose,Iglesias",389,
"Phillip,Ervin",389,
"Yairo,Munoz",389,
"Andrew,McCutchen",389,
"Nick,Williams",389,
"C.J.,Cron",389,
"Austin,Hedges",389,
"Alen,Hanson",389,
"J.D.,Martinez",389,
"Johan,Camargo",389,
"Hernan,Perez",389,
"Maikel,Franco",389,
"DJ,LeMahieu",389,
"Luke,Voit",389,
"Mike,Trout",389,
"Jesus,Aguilar",389,
"Matt,Davidson",389,
"Harrison,Bader",389,
"Jesus,Aguilar",389,
"Andrew,Knapp",389,
"Matt,Carpenter",389,
"Pat,Valaika",389,
"David,Dahl",389,
"Kyle,Schwarber",389,
"Mike,Trout",389,
"Dansby,Swanson",389,
"Max,Kepler",389,
"Tucker,Barnhart",389,
"Yadier,Molina",389,
"Jordy,Mercer",389,
"Albert,Pujols",389,
"Cameron,Maybin",389,
"Evan,Longoria",389,
"Charlie,Blackmon",389,
"Joc,Pederson",389,
"Curtis,Granderson",389,
"Yadier,Molina",389,
"Yasmani,Grandal",389,
"Stephen,Piscotty",389,
"Daniel,Palka",389,
"Carlos,Santana",389,
"Travis,Shaw",389,
"Jose,Ramirez",389,
"Hunter,Renfroe",389,
"Mike,Moustakas",389,
"Kris,Bryant",389,
"Aaron,Hicks",389,
"Nick,Ahmed",389,
"Jorge,Bonifacio",389,
"Avisail,Garcia",389,
"Asdrubal,Cabrera",389,
"Devon,Travis",389,
"Austin,Hedges",389,
"Gregory,Polanco",389,
"Jonathan,Schoop",389,
"Evan,Gattis",389,
"Buster,Posey",389,
"Yasmani,Grandal",389,
"Brett,Phillips",389,
"Scott,Schebler",389,
"Wilmer,Difo",389,
"J.D.,Martinez",389,
"Greg,Allen",389,
"Travis,Shaw",389,
"Hunter,Pence",389,
"Hunter,Renfroe",389,
"Ryan,Rua",388,
"Ketel,Marte",388,
"Aledmys,Diaz",388,
"Matt,Carpenter",388,
"Michael,A.,Taylor",388
"Dexter,Fowler",388,
"Jonathan,Villar",388,
"Dansby,Swanson",388,
"Khris,Davis",388,
"Jose,Peraza",388,
"Giancarlo,Stanton",388,
"Jose,Ramirez",388,
"Aaron,Altherr",388,
"Kevin,Pillar",388,
"Brian,Anderson",388,
"Jose,Martinez",388,
"Alen,Hanson",388,
"Derek,Dietrich",388,
"Trea,Turner",388,
"Tyler,O'Neill",388,
"Nicky,Delmonico",388,
"Daniel,Palka",388,
"Justin,Smoak",388,
"Evan,Gattis",388,
"Sandy,Leon",388,
"Eric,Thames",388,
"Jarrod,Dyson",388,
"Curtis,Granderson",388,
"Jose,Ramirez",388,
"Eduardo,Escobar",388,
"Colin,Moran",388,
"Dansby,Swanson",388,
"Luke,Voit",388,
"Ronald,Acuna,Jr.",388
"Daniel,Murphy",388,
"Freddie,Freeman",388,
"Salvador,Perez",388,
"Alex,Gordon",388,
"Alex,Gordon",388,
"Adrian,Beltre",388,
"Miguel,Rojas",388,
"Paul,Goldschmidt",388,
"Luis,Valbuena",388,
"Adam,Frazier",388,
"Jesus,Aguilar",388,
"Joey,Gallo",388,
"Jose,Altuve",388,
"Jackie,Bradley,Jr.",388
"Mike,Moustakas",388,
"A.J.,Pollock",388,
"Josh,Reddick",388,
"Jose,Rondon",388,
"Randal,Grichuk",388,
"Leonys,Martin",388,
"John,Ryan,Murphy",388
"Aaron,Altherr",388,
"Freddy,Galvis",388,
"Brock,Holt",388,
"Daniel,Murphy",388,
"Adam,Duvall",388,
"Jose,Ramirez",388,
"Rhys,Hoskins",388,
"Jurickson,Profar",388,
"Michael,Conforto",388,
"Alen,Hanson",388,
"Brandon,Nimmo",388,
"Jace,Peterson",388,
"Christian,Yelich",388,
"Kyle,Seager",388,
"Jackie,Bradley,Jr.",388
"Shin-Soo,Choo",387,
"J.P.,Crawford",387,
"Anthony,Rendon",387,
"Raimel,Tapia",387,
"Gregory,Polanco",387,
"Xander,Bogaerts",387,
"Joe,Panik",387,
"Guillermo,Heredia",387,
"Greg,Allen",387,
"Manny,Machado",387,
"Joc,Pederson",387,
"Jefry,Marte",387,
"Javier,Baez",387,
"Anthony,Rizzo",387,
"Nolan,Arenado",387,
"Ronald,Guzman",387,
"Yadier,Molina",387,
"Mookie,Betts",387,
"Ryan,Rua",387,
"Justin,Upton",387,
"Mikie,Mahtook",387,
"Steve,Pearce",387,
"Anthony,Rendon",387,
"Curt,Casali",387,
"Evan,Longoria",387,
"Daniel,Palka",387,
"Yan,Gomes",387,
"Jose,Ramirez",387,
"Max,Kepler",387,
"Ben,Zobrist",387,
"Jesus,Aguilar",387,
"Yoan,Moncada",387,
"Steve,Pearce",387,
"Aledmys,Diaz",387,
"Chris,Young",387,
"Dustin,Fowler",387,
"Willy,Adames",387,
"Omar,Narvaez",387,
"Max,Muncy",387,
"Charlie,Culberson",387,
"Andrew,McCutchen",387,
"Scott,Schebler",387,
"Nolan,Arenado",387,
"Giancarlo,Stanton",387,
"Ryan,LaMarre",387,
"Nelson,Cruz",387,
"Adam,Jones",387,
"Alex,Bregman",387,
"Giancarlo,Stanton",387,
"Chad,Pinder",387,
"Joey,Wendle",387,
"Francisco,Mejia",387,
"Mason,Williams",387,
"Matt,Davidson",387,
"Melky,Cabrera",387,
"Marcus,Semien",387,
"Teoscar,Hernandez",387,
"Francisco,Lindor",387,
"Peter,O'Brien",387,
"Derek,Dietrich",387,
"Randal,Grichuk",387,
"Michael,Conforto",387,
"David,Freese",387,
"Evan,Longoria",387,
"Michael,Brantley",387,
"George,Springer",387,
"J.D.,Martinez",387,
"David,Peralta",387,
"Jonathan,Schoop",387,
"Chris,Taylor",387,
"Jose,Ramirez",387,
"Mark,Reynolds",387,
"Paul,Goldschmidt",387,
"Zack,Cozart",387,
"Miguel,Rojas",386,
"Jean,Segura",386,
"Joey,Gallo",386,
"Ian,Desmond",386,
"Zack,Cozart",386,
"J.D.,Martinez",386,
"Starling,Marte",386,
"Andrew,Benintendi",386,
"Yairo,Munoz",386,
"Mikie,Mahtook",386,
"Paul,Goldschmidt",386,
"Adeiny,Hechavarria",386,
"JaCoby,Jones",386,
"Justin,Turner",386,
"Devin,Mesoraco",386,
"Josh,Harrison",386,
"Asdrubal,Cabrera",386,
"Chris,Iannetta",386,
"Trevor,Story",386,
"Mark,Trumbo",386,
"Eugenio,Suarez",386,
"Nicholas,Castellanos",386,
"Adam,Duvall",386,
"Christian,Yelich",386,
"Francisco,Lindor",386,
"Tyler,White",386,
"Jorge,Bonifacio",386,
"Mike,Moustakas",386,
"Miguel,Sano",386,
"Carlos,Asuaje",386,
"Yasmani,Grandal",386,
"Alex,Bregman",386,
"Evan,Gattis",386,
"Ian,Kinsler",386,
"Carlos,Santana",386,
"Max,Muncy",386,
"Jon,Jay",386,
"Robinson,Chirinos",386,
"Dee,Gordon",386,
"Brandon,Belt",386,
"Ozzie,Albies",386,
"Yandy,Diaz",386,
"Francisco,Mejia",386,
"Nick,Ahmed",386,
"Ehire,Adrianza",386,
"Alex,Gordon",386,
"Tucker,Barnhart",386,
"Ryon,Healy",386,
"Justin,Upton",386,
"Stephen,Piscotty",386,
"Adam,Jones",386,
"Greg,Bird",386,
"Justin,Smoak",386,
"Aaron,Judge",386,
"Jordan,Luplow",386,
"Juan,Soto",386,
"Andrelton,Simmons",386,
"Jeff,Mathis",386,
"Eugenio,Suarez",386,
"Lorenzo,Cain",386,
"Adam,Duvall",386,
"Yadier,Molina",386,
"Jake,Bauers",386,
"Eduardo,Nunez",386,
"Yuli,Gurriel",386,
"Mike,Moustakas",386,
"Joey,Rickard",386,
"Kris,Bryant",386,
"Marcus,Semien",386,
"Logan,Morrison",386,
"Rafael,Devers",386,
"Rafael,Devers",386,
"Delino,DeShields",386,
"Odubel,Herrera",385,
"Marwin,Gonzalez",385,
"Khris,Davis",385,
"Manny,Machado",385,
"Miguel,Rojas",385,
"Yasmani,Grandal",385,
"Gregory,Polanco",385,
"Odubel,Herrera",385,
"Anthony,Rendon",385,
"Eugenio,Suarez",385,
"Yonder,Alonso",385,
"Austin,Jackson",385,
"Austin,Hedges",385,
"Brandon,Belt",385,
"Jose,Peraza",385,
"Gregor,Blanco",385,
"Ramon,Laureano",385,
"Brandon,Dixon",385,
"Hunter,Dozier",385,
"Mike,Moustakas",385,
"Alex,Bregman",385,
"Justin,Upton",385,
"Jurickson,Profar",385,
"Brad,Miller",385,
"Lorenzo,Cain",385,
"Derek,Dietrich",385,
"Odubel,Herrera",385,
"Michael,Brantley",385,
"Cory,Spangenberg",385,
"Victor,Martinez",385,
"Whit,Merrifield",385,
"Eric,Thames",385,
"Robinson,Chirinos",385,
"Mookie,Betts",385,
"Ryan,Zimmerman",385,
"Johan,Camargo",385,
"Jesus,Aguilar",385,
"Odubel,Herrera",385,
"Christian,Villanueva",385,
"Willy,Adames",385,
"Trey,Mancini",385,
"Tommy,Pham",385,
"Evan,Gattis",385,
"Tim,Anderson",385,
"Miguel,Sano",385,
"Tyler,White",385,
"Robinson,Cano",385,
"Ryan,Braun",385,
"Mark,Trumbo",385,
"Brad,Miller",385,
"Tommy,Pham",385,
"Nick,Ahmed",385,
"A.J.,Pollock",385,
"Avisail,Garcia",385,
"Josh,Reddick",385,
"Carlos,Santana",385,
"Blake,Swihart",385,
"Erik,Kratz",385,
"Charlie,Culberson",385,
"Hunter,Renfroe",385,
"Ketel,Marte",385,
"Austin,Meadows",385,
"Gleyber,Torres",385,
"Didi,Gregorius",385,
"Russell,Martin",385,
"Mookie,Betts",385,
"Ronny,Rodriguez",385,
"Ozzie,Albies",385,
"Stephen,Piscotty",385,
"Evan,Gattis",385,
"Kendrys,Morales",385,
"Travis,Shaw",385,
"Josh,Phegley",384,
"Travis,Shaw",384,
"Johan,Camargo",384,
"Jordy,Mercer",384,
"George,Springer",384,
"Ian,Desmond",384,
"Michael,Lorenzen",384,
"Nelson,Cruz",384,
"Adrian,Beltre",384,
"Joey,Gallo",384,
"Daniel,Murphy",384,
"Gary,Sanchez",384,
"Corey,Seager",384,
"Ian,Desmond",384,
"Andrew,Knapp",384,
"Javier,Baez",384,
"Jose,Bautista",384,
"Jose,Pirela",384,
"Mike,Zunino",384,
"Ender,Inciarte",384,
"Tucker,Barnhart",384,
"Nicholas,Castellanos",384,
"Albert,Pujols",384,
"Max,Kepler",384,
"Alcides,Escobar",384,
"Brian,Anderson",384,
"Hanley,Ramirez",384,
"Cory,Spangenberg",384,
"Gerardo,Parra",384,
"DJ,LeMahieu",384,
"Danny,Jansen",384,
"Jefry,Marte",384,
"Edwin,Encarnacion",384,
"Charlie,Culberson",384,
"Brandon,Belt",384,
"Wilmer,Flores",384,
"Andrew,McCutchen",384,
"Martin,Maldonado",384,
"Yan,Gomes",384,
"Yairo,Munoz",384,
"Tommy,Pham",384,
"Jose,Ramirez",384,
"Eric,Thames",384,
"Sandy,Leon",384,
"Freddie,Freeman",384,
"Giancarlo,Stanton",384,
"Brandon,Crawford",384,
"Gregory,Polanco",384,
"Joey,Votto",384,
"Tyler,White",384,
"Brett,Gardner",384,
"Hunter,Renfroe",384,
"Michael,Lorenzen",384,
"Isiah,Kiner-Falefa",384,
"Aaron,Hicks",384,
"Mark,Canha",384,
"Nick,Markakis",384,
"Brian,Dozier",384,
"Drew,Butera",384,
"Jose,Abreu",384,
"Matt,Adams",384,
"Eric,Thames",384,
"JaCoby,Jones",384,
"Carlos,Santana",384,
"Teoscar,Hernandez",384,
"Eduardo,Escobar",384,
"Aaron,Hicks",384,
"Austin,Hedges",384,
"Greg,Bird",384,
"Adam,Jones",384,
"Chad,Pinder",384,
"Brett,Gardner",384,
"Jed,Lowrie",383,
"Chance,Sisco",383,
"Tucker,Barnhart",383,
"Matt,Olson",383,
"Logan,Morrison",383,
"Andrelton,Simmons",383,
"Jonathan,Schoop",383,
"Curtis,Granderson",383,
"Edwin,Encarnacion",383,
"Isiah,Kiner-Falefa",383,
"Jed,Lowrie",383,
"Adam,Jones",383,
"Caleb,Joseph",383,
"Devin,Mesoraco",383,
"Trevor,Story",383,
"Gregory,Polanco",383,
"Yadier,Molina",383,
"Billy,McKinney",383,
"Scooter,Gennett",383,
"Adam,Frazier",383,
"Hunter,Dozier",383,
"Jason,Kipnis",383,
"Brian,Dozier",383,
"Eddie,Rosario",383,
"Xander,Bogaerts",383,
"Randal,Grichuk",383,
"Matt,Davidson",383,
"Evan,Longoria",383,
"Anthony,Rizzo",383,
"Juan,Soto",383,
"Eduardo,Escobar",383,
"Carlos,Correa",383,
"Miguel,Cabrera",383,
"Jose,Martinez",383,
"Victor,Robles",383,
"Yoenis,Cespedes",383,
"Mookie,Betts",383,
"Tommy,Pham",383,
"Matt,Joyce",383,
"Jarrod,Dyson",383,
"Jesus,Sucre",383,
"Miguel,Rojas",383,
"Adalberto,Mondesi",383,
"Mikie,Mahtook",383,
"Daniel,Murphy",383,
"Kyle,Seager",383,
"Marcell,Ozuna",383,
"Austin,Romine",383,
"Rhys,Hoskins",383,
"Asdrubal,Cabrera",383,
"Michael,Conforto",383,
"Matt,Olson",383,
"Jedd,Gyorko",383,
"Jonathan,Lucroy",383,
"Rhys,Hoskins",383,
"Steven,Duggar",383,
"Miguel,Andujar",383,
"Pedro,Alvarez",383,
"Tim,Anderson",383,
"Ronald,Acuna,Jr.",383
"Trea,Turner",383,
"Cesar,Hernandez",383,
"Marcell,Ozuna",383,
"J.P.,Crawford",383,
"Didi,Gregorius",383,
"Steve,Pearce",383,
"Joey,Rickard",383,
"Yasiel,Puig",383,
"Christian,Vazquez",383,
"Chris,Taylor",383,
"Keon,Broxton",383,
"Justin,Upton",383,
"A.J.,Pollock",383,
"Matt,Carpenter",382,
"Pablo,Sandoval",382,
"A.J.,Pollock",382,
"Kole,Calhoun",382,
"Bobby,Wilson",382,
"Jesus,Aguilar",382,
"Starling,Marte",382,
"Brandon,Woodruff",382,
"Eugenio,Suarez",382,
"Daniel,Palka",382,
"John,Ryan,Murphy",382
"Bryce,Harper",382,
"Yuli,Gurriel",382,
"Jonathan,Schoop",382,
"Jose,Peraza",382,
"Jed,Lowrie",382,
"Mike,Trout",382,
"Marcus,Semien",382,
"Andrew,Benintendi",382,
"Jay,Bruce",382,
"Wil,Myers",382,
"Joc,Pederson",382,
"Odubel,Herrera",382,
"Gorkys,Hernandez",382,
"Josh,Reddick",382,
"Ian,Kinsler",382,
"Kyle,Seager",382,
"Jose,Abreu",382,
"Robinson,Chirinos",382,
"Didi,Gregorius",382,
"Joey,Votto",382,
"Neil,Walker",382,
"Manny,Machado",382,
"Joey,Rickard",382,
"Eddie,Rosario",382,
"Shin-Soo,Choo",382,
"Renato,Nunez",382,
"Jorge,Polanco",382,
"Ozzie,Albies",382,
"Eddie,Rosario",382,
"Aaron,Judge",382,
"Javier,Baez",382,
"Derek,Dietrich",382,
"Carlos,Gonzalez",382,
"Ryan,Braun",382,
"Francisco,Lindor",382,
"Brandon,Lowe",382,
"J.T.,Realmuto",382,
"Kendrys,Morales",382,
"DJ,Stewart",382,
"David,Peralta",382,
"Yasiel,Puig",382,
"Christian,Villanueva",381,
"Leonys,Martin",381,
"Michael,Brantley",381,
"JaCoby,Jones",381,
"Rob,Refsnyder",381,
"Aaron,Judge",381,
"Rougned,Odor",381,
"Adam,Jones",381,
"Rhys,Hoskins",381,
"Jim,Adduci",381,
"Max,Stassi",381,
"Didi,Gregorius",381,
"Jose,Briceno",381,
"Tyler,White",381,
"Renato,Nunez",381,
"Joey,Wendle",381,
"Francisco,Cervelli",381,
"Marcell,Ozuna",381,
"Mikie,Mahtook",381,
"Ji-Man,Choi",381,
"Brett,Gardner",381,
"Brian,Dozier",381,
"J.P.,Crawford",381,
"Derek,Dietrich",381,
"Xander,Bogaerts",381,
"Aledmys,Diaz",381,
"Edwin,Encarnacion",381,
"Matt,Carpenter",381,
"Kole,Calhoun",381,
"Wil,Myers",381,
"Marcus,Semien",381,
"Devin,Mesoraco",381,
"Marwin,Gonzalez",381,
"Yan,Gomes",381,
"J.D.,Davis",381,
"Scott,Schebler",381,
"Christian,Yelich",381,
"Matt,Joyce",381,
"Elias,Diaz",381,
"Freddie,Freeman",381,
"Phillip,Ervin",381,
"Yoenis,Cespedes",381,
"Adalberto,Mondesi",381,
"Pablo,Sandoval",381,
"DJ,LeMahieu",381,
"Nick,Ahmed",381,
"Kendrys,Morales",381,
"Eduardo,Escobar",381,
"Jose,Peraza",381,
"Franmil,Reyes",381,
"Javier,Baez",381,
"Mitch,Moreland",381,
"Yasmani,Grandal",381,
"Jason,Kipnis",381,
"Chris,Young",381,
"Harrison,Bader",381,
"Curtis,Granderson",381,
"Travis,d'Arnaud",381,
"Gary,Sanchez",381,
"Cheslor,Cuthbert",381,
"Trea,Turner",381,
"Austin,Dean",381,
"Domingo,Santana",381,
"Mookie,Betts",381,
"Willson,Contreras",381,
"Carlos,Santana",381,
"Ian,Happ",381,
"Jordy,Mercer",381,
"Kevin,Kiermaier",381,
"Danny,Valencia",381,
"Christian,Yelich",381,
"Jake,Lamb",380,
"Khris,Davis",380,
"Eddie,Rosario",380,
"Greg,Garcia",380,
"Ian,Kinsler",380,
"Max,Muncy",380,
"Trey,Mancini",380,
"Eduardo,Nunez",380,
"Scooter,Gennett",380,
"Gleyber,Torres",380,
"Russell,Martin",380,
"Lourdes,Gurriel,Jr.",380
"Stephen,Piscotty",380,
"A.J.,Pollock",380,
"JT,Riddle",380,
"Chris,Davis",380,
"Lucas,Duda",380,
"Nick,Hundley",380,
"Jonathan,Schoop",380,
"Charlie,Blackmon",380,
"Robinson,Chirinos",380,
"Francisco,Lindor",380,
"Rhys,Hoskins",380,
"Scooter,Gennett",380,
"JaCoby,Jones",380,
"Nelson,Cruz",380,
"Kurt,Suzuki",380,
"Jed,Lowrie",380,
"Starling,Marte",380,
"Paul,DeJong",380,
"Mitch,Haniger",380,
"James,McCann",380,
"Evan,Gattis",380,
"Max,Stassi",380,
"Corey,Dickerson",380,
"Bryce,Harper",380,
"Martin,Maldonado",380,
"Didi,Gregorius",380,
"Justin,Smoak",380,
"Anthony,Rizzo",380,
"Anthony,Rizzo",380,
"Brett,Gardner",380,
"Derek,Fisher",380,
"Mikie,Mahtook",380,
"Joey,Gallo",380,
"Jonathan,Villar",380,
"Matt,Chapman",380,
"Daniel,Descalso",380,
"Welington,Castillo",380,
"Maikel,Franco",380,
"Alex,Bregman",380,
"Zack,Cozart",380,
"John,Ryan,Murphy",379
"Danny,Jansen",379,
"Curt,Casali",379,
"Adrian,Beltre",379,
"Ryan,Braun",379,
"Javier,Baez",379,
"Asdrubal,Cabrera",379,
"Rougned,Odor",379,
"Joey,Gallo",379,
"Max,Muncy",379,
"Ronald,Guzman",379,
"Kevin,Plawecki",379,
"Anthony,Rizzo",379,
